comuna;candidato;partido;lista;sector;votos;porcentaje;total_votos;mesas_escrutadas;mesas_totales;mesas_porcentaje
PICHIDEGUA;Marcos Fuentes Ulloa;PDC;H - CONTIGO CHILE MEJOR;Centro;5799;0,35007546030787806;16565;46;46;1,000000000000000
PICHIDEGUA;Marcelo Alberto Espinoza Ovalle;IND;R - CENTRO DEMOCRATICO;Centro;698;0,04213703591910655;16565;46;46;1,000000000000000
PICHIDEGUA;Pedro Pablo Solis Urrutia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;501;0,03024449139752490;16565;46;46;1,000000000000000
PICHIDEGUA;Alexis Sanchez Contreras;IND;CANDIDATURAS INDEPENDIENTES;Independiente;443;0,02674313311198310;16565;46;46;1,000000000000000
PICHIDEGUA;Nulo/Blanco;;NA;Otros;1017;0,06139450648958648;16565;46;46;1,000000000000000
PICHILEMU;Roberto Cordova Carreño;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5937;0,35953491188760373;16513;49;49;1,000000000000000
PICHILEMU;Cristian Andres Pozo Parraguez;PS;H - CONTIGO CHILE MEJOR;Izquierda;4008;0,24271785865681583;16513;49;49;1,000000000000000
PICHILEMU;Tobias Acuña Csillag;IND;Z - CHILE VAMOS;Derecha;3124;0,18918427905286744;16513;49;49;1,000000000000000
PICHILEMU;Jorge Luis Urzua Garcia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2742;0,16605099012898927;16513;49;49;1,000000000000000
PICHILEMU;Nulo/Blanco;;NA;Otros;702;0,04251196027372373;16513;49;49;1,000000000000000
PINTO;Jairo Del Pino Lema;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;5537;0,49139155129570466;11268;32;32;1,000000000000000
PINTO;Marcelo Ojeda Carcamo;UDI;Z - CHILE VAMOS;Derecha;4235;0,37584309549165779;11268;32;32;1,000000000000000
PINTO;Gustavo Rodriguez Palma;IND;CANDIDATURAS INDEPENDIENTES;Independiente;830;0,07365992190273341;11268;32;32;1,000000000000000
PINTO;Nulo/Blanco;;NA;Otros;666;0,05910543130990415;11268;32;32;1,000000000000000
PIRQUE;Jaime Escudero Ramos;IND;H - CONTIGO CHILE MEJOR;Izquierda;14556;0,64174235076271935;22682;64;64;1,000000000000000
PIRQUE;Cristian Balmaceda Undurraga;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;6045;0,26651088969226699;22682;64;64;1,000000000000000
PIRQUE;Nulo/Blanco;;NA;Otros;2081;0,09174675954501367;22682;64;64;1,000000000000000
PITRUFQUEN;Jacqueline Romero Inzunza;RN;Z - CHILE VAMOS;Derecha;9532;0,46121836744568634;20667;64;64;1,000000000000000
PITRUFQUEN;Jorge Jaramillo Hott;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6942;0,33589780809986935;20667;64;64;1,000000000000000
PITRUFQUEN;Felipe Andres Barril Riquelme;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1469;0,07107949871776262;20667;64;64;1,000000000000000
PITRUFQUEN;Martín Salazar Carvajal;PDC;H - CONTIGO CHILE MEJOR;Centro;1420;0,06870856921662553;20667;64;64;1,000000000000000
PITRUFQUEN;Nulo/Blanco;;NA;Otros;1304;0,06309575652005613;20667;64;64;1,000000000000000
PLACILLA;Marcelo Gonzalez Farias;PDC;H - CONTIGO CHILE MEJOR;Centro;2871;0,34867622054894343;8234;23;23;1,000000000000000
PLACILLA;Paula Silva Santibañez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1547;0,18787952392518825;8234;23;23;1,000000000000000
PLACILLA;Christian Jose Contreras Orellana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1417;0,17209132863735729;8234;23;23;1,000000000000000
PLACILLA;Armando Rebolledo Becerra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;812;0,09861549672091328;8234;23;23;1,000000000000000
PLACILLA;Nicole Alejandra Galaz Cabello;IND;CANDIDATURAS INDEPENDIENTES;Independiente;804;0,09764391547243138;8234;23;23;1,000000000000000
PLACILLA;Carola Gonzalez Inostroza;IND;Z - CHILE VAMOS;Derecha;295;0,03582705853777022;8234;23;23;1,000000000000000
PLACILLA;Rosa Torres Escobedo;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;74;0,00898712654845761;8234;23;23;1,000000000000000
PLACILLA;Nulo/Blanco;;NA;Otros;414;0,05027932960893855;8234;23;23;1,000000000000000
PORTEZUELO;Juan Carlos Ramirez Sepulveda;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2873;0,53761227544910184;5344;15;15;1,000000000000000
PORTEZUELO;Adan Zapata Figueroa;RN;Z - CHILE VAMOS;Derecha;1841;0,34449850299401197;5344;15;15;1,000000000000000
PORTEZUELO;Modesto Segundo Sepulveda Andrade;IND;CANDIDATURAS INDEPENDIENTES;Independiente;397;0,07428892215568862;5344;15;15;1,000000000000000
PORTEZUELO;Rafael Eduardo Troncoso Rozas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;38;0,00711077844311377;5344;15;15;1,000000000000000
PORTEZUELO;Rodrigo Andres Castro Galaz;AMARILLOS;R - CENTRO DEMOCRATICO;Centro;35;0,00654940119760479;5344;15;15;1,000000000000000
PORTEZUELO;Nulo/Blanco;;NA;Otros;160;0,02994011976047904;5344;15;15;1,000000000000000
PORVENIR;Jose Gabriel Parada Aguilar;IND;H - CONTIGO CHILE MEJOR;Izquierda;1607;0,41353576942871850;3886;15;15;1,000000000000000
PORVENIR;Cristian Juvenal Andrade Gallardo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1464;0,37673700463201237;3886;15;15;1,000000000000000
PORVENIR;Carlos Gustavo Soto Miranda;RN;Z - CHILE VAMOS;Derecha;575;0,14796706124549666;3886;15;15;1,000000000000000
PORVENIR;Nulo/Blanco;;NA;Otros;240;0,06176016469377252;3886;15;15;1,000000000000000
POZO ALMONTE;Richard Godoy Aguirre;PDC;H - CONTIGO CHILE MEJOR;Centro;5619;0,57589422978374505;9757;34;34;1,000000000000000
POZO ALMONTE;Giovana Poveda Pempelfort;RN;Z - CHILE VAMOS;Derecha;1624;0,16644460387414164;9757;34;34;1,000000000000000
POZO ALMONTE;Jose Fernando Muñoz Caceres;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1410;0,14451163267397765;9757;34;34;1,000000000000000
POZO ALMONTE;Carlos Francisco Smith Pascal;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;231;0,02367531003382187;9757;34;34;1,000000000000000
POZO ALMONTE;Juan Pablo Cortes Rojas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;211;0,02162549964128318;9757;34;34;1,000000000000000
POZO ALMONTE;Nulo/Blanco;;NA;Otros;662;0,06784872399303064;9757;34;34;1,000000000000000
PRIMAVERA;Karina Fernández Marin;IND;Z - CHILE VAMOS;Derecha;342;0,45059288537549408;759;4;4;1,000000000000000
PRIMAVERA;Eduardo Hernandez Astudillo;IND;H - CONTIGO CHILE MEJOR;Izquierda;203;0,26745718050065875;759;4;4;1,000000000000000
PRIMAVERA;Carlos Hurtado Oyarzun;IND;CANDIDATURAS INDEPENDIENTES;Independiente;193;0,25428194993412384;759;4;4;1,000000000000000
PRIMAVERA;Nulo/Blanco;;NA;Otros;21;0,02766798418972332;759;4;4;1,000000000000000
PROVIDENCIA;Jaime Bellolio Avaria;UDI;Z - CHILE VAMOS;Derecha;63755;0,53994884650564046;118076;430;430;1,000000000000000
PROVIDENCIA;Macarena Fernández Donoso;FA;H - CONTIGO CHILE MEJOR;Izquierda;32937;0,27894745756970085;118076;430;430;1,000000000000000
PROVIDENCIA;Cristian Franco Alday Saavedra;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;4777;0,04045699380060300;118076;430;430;1,000000000000000
PROVIDENCIA;Daniela Aros Torres;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;3189;0,02700802872726041;118076;430;430;1,000000000000000
PROVIDENCIA;Drazen Andre Markusovic Caceres;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;2691;0,02279040617907111;118076;430;430;1,000000000000000
PROVIDENCIA;Nulo/Blanco;;NA;Otros;10727;0,09084826721772418;118076;430;430;1,000000000000000
PUCHUNCAVI;Marcos Morales Ureta;IND;Z - CHILE VAMOS;Derecha;7486;0,42134293915686383;17767;52;52;1,000000000000000
PUCHUNCAVI;Juan Carlos Gonzalez Romo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6024;0,33905555242865987;17767;52;52;1,000000000000000
PUCHUNCAVI;Erika Jeanette Galarce Melendez;PPD;H - CONTIGO CHILE MEJOR;Centro;2249;0,12658299093825631;17767;52;52;1,000000000000000
PUCHUNCAVI;Nulo/Blanco;;NA;Otros;2008;0,11301851747621997;17767;52;52;1,000000000000000
PUCON;Sebastián Alvarez Ramirez;EVOPOLI;Z - CHILE VAMOS;Derecha;9451;0,36771457474126529;25702;90;90;1,000000000000000
PUCON;Edita Esther Mansilla Barria;IND;H - CONTIGO CHILE MEJOR;Izquierda;7846;0,30526807252353905;25702;90;90;1,000000000000000
PUCON;Alvaro Aguila Riquelme;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2300;0,08948719943973232;25702;90;90;1,000000000000000
PUCON;Nancy Milena Alfaro Jurjevic;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;920;0,03579487977589293;25702;90;90;1,000000000000000
PUCON;Mario Peñafiel Espinoza;IND;CANDIDATURAS INDEPENDIENTES;Independiente;890;0,03462765543537468;25702;90;90;1,000000000000000
PUCON;Juan Carlos Perez Nuñez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;849;0,03303244883666641;25702;90;90;1,000000000000000
PUCON;Luis Alberto Burgos Norambuena;IND;CANDIDATURAS INDEPENDIENTES;Independiente;653;0,02540658314528052;25702;90;90;1,000000000000000
PUCON;Joel Aldo Canio Canio;IND;CANDIDATURAS INDEPENDIENTES;Independiente;420;0,01634114076725547;25702;90;90;1,000000000000000
PUCON;Nulo/Blanco;;NA;Otros;2373;0,09232744533499339;25702;90;90;1,000000000000000
PUDAHUEL;Italo Andres Bravo Lizana;IND;H - CONTIGO CHILE MEJOR;Izquierda;87708;0,56681982977568390;154737;448;448;1,000000000000000
PUDAHUEL;Gabriel Moises Silber Romo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;21283;0,13754305692885346;154737;448;448;1,000000000000000
PUDAHUEL;Patricio Cisternas Monreal;DEMOCRATAS;R - CENTRO DEMOCRATICO;Derecha;14718;0,09511622947323523;154737;448;448;1,000000000000000
PUDAHUEL;Cristian Ripoll Riquelme;IND;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Independiente;10722;0,06929176602881018;154737;448;448;1,000000000000000
PUDAHUEL;Nulo/Blanco;;NA;Otros;20306;0,13122911779341723;154737;448;448;1,000000000000000
PUENTE ALTO;Matías Jair Toledo Herrera;IND;CANDIDATURAS INDEPENDIENTES;Izquierda;172015;0,46054886211512719;373500;1073;1073;1,000000000000000
PUENTE ALTO;Karla Rubilar Barahona;IND;Z - CHILE VAMOS;Derecha;124484;0,33329049531459171;373500;1073;1073;1,000000000000000
PUENTE ALTO;Luis Escanilla Benavides;PS;H - CONTIGO CHILE MEJOR;Izquierda;20744;0,05553949129852744;373500;1073;1073;1,000000000000000
PUENTE ALTO;Elein Ossandón Manrique;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;16598;0,04443908969210174;373500;1073;1073;1,000000000000000
PUENTE ALTO;Nulo/Blanco;;NA;Otros;39659;0,10618206157965195;373500;1073;1073;1,000000000000000
PUERTO MONTT;Rodrigo Wainraihgt Galilea;RN;Z - CHILE VAMOS;Derecha;89613;0,50364471221667073;177929;540;540;1,000000000000000
PUERTO MONTT;Rabindranath Quinteros Lara;PS;H - CONTIGO CHILE MEJOR;Izquierda;33390;0,18765912245895836;177929;540;540;1,000000000000000
PUERTO MONTT;Cozut Vasquez Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;8592;0,04828892423382360;177929;540;540;1,000000000000000
PUERTO MONTT;Andrea Quintana Diaz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7541;0,04238207374851766;177929;540;540;1,000000000000000
PUERTO MONTT;Gisella Shantel Andrade Muñoz;IND;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Independiente;7268;0,04084775387935637;177929;540;540;1,000000000000000
PUERTO MONTT;Arturo Sanchez Gatica;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5067;0,02847765119794974;177929;540;540;1,000000000000000
PUERTO MONTT;Nelson Toro Aguirre;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;3624;0,02036767474666861;177929;540;540;1,000000000000000
PUERTO MONTT;Nulo/Blanco;;NA;Otros;22834;0,12833208751805494;177929;540;540;1,000000000000000
PUERTO OCTAY;Maria Elena Ojeda Betancourt;UDI;Z - CHILE VAMOS;Derecha;2874;0,38025932786451444;7558;25;25;1,000000000000000
PUERTO OCTAY;Gerardo Augusto Gunckel Arriagada;IND;H - CONTIGO CHILE MEJOR;Izquierda;2722;0,36014818735115112;7558;25;25;1,000000000000000
PUERTO OCTAY;Juan Luis Añazco Barrientos;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;1441;0,19065890447208256;7558;25;25;1,000000000000000
PUERTO OCTAY;Nulo/Blanco;;NA;Otros;521;0,06893358031225191;7558;25;25;1,000000000000000
PUERTO VARAS;Tomas Andres Garate Silva;IND;CANDIDATURAS INDEPENDIENTES;Independiente;19335;0,48374990617728741;39969;127;127;1,000000000000000
PUERTO VARAS;Ramon Bahamonde Cea;IND;CANDIDATURAS INDEPENDIENTES;Independiente;9823;0,24576546823788437;39969;127;127;1,000000000000000
PUERTO VARAS;James Fry Carey;IND;Z - CHILE VAMOS;Derecha;6345;0,15874802972303534;39969;127;127;1,000000000000000
PUERTO VARAS;Tamara Avendaño Levinao;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;1276;0,03192474167479797;39969;127;127;1,000000000000000
PUERTO VARAS;Nulo/Blanco;;NA;Otros;3190;0,07981185418699492;39969;127;127;1,000000000000000
PUMANQUE;Gonzalo Baraona Bezanilla;IND;Z - CHILE VAMOS;Derecha;1884;0,46415373244641539;4059;12;12;1,000000000000000
PUMANQUE;Christopher Vial Mansilla;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1798;0,44296624784429661;4059;12;12;1,000000000000000
PUMANQUE;Marina Eugenia Guzman Araneda;IND;H - CONTIGO CHILE MEJOR;Izquierda;233;0,05740330130574033;4059;12;12;1,000000000000000
PUMANQUE;Nulo/Blanco;;NA;Otros;144;0,03547671840354767;4059;12;12;1,000000000000000
PUNITAQUI;Pedro Humberto Araya Zepeda;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1810;0,18535586277521762;9765;29;29;1,000000000000000
PUNITAQUI;Camila Andrea Rojas Honores;FA;H - CONTIGO CHILE MEJOR;Izquierda;1400;0,14336917562724014;9765;29;29;1,000000000000000
PUNITAQUI;Alberto Gallardo Flores;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1295;0,13261648745519714;9765;29;29;1,000000000000000
PUNITAQUI;Mario Ortiz Cabezas;EVOPOLI;Z - CHILE VAMOS;Derecha;1272;0,13026113671274961;9765;29;29;1,000000000000000
PUNITAQUI;Carlos Marcelo Prado Dubo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1008;0,10322580645161290;9765;29;29;1,000000000000000
PUNITAQUI;Rodolfo Campusano Donozo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;822;0,08417818740399385;9765;29;29;1,000000000000000
PUNITAQUI;Jonathan Diaz Figueroa;IND;CANDIDATURAS INDEPENDIENTES;Independiente;523;0,05355862775217614;9765;29;29;1,000000000000000
PUNITAQUI;Pedro Alejandro Valdivia Ramirez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;419;0,04290834613415258;9765;29;29;1,000000000000000
PUNITAQUI;Adolfo Javier Oyarce Tapia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;298;0,03051715309779826;9765;29;29;1,000000000000000
PUNITAQUI;Carlos Nestor Faggani Carmona;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;155;0,01587301587301587;9765;29;29;1,000000000000000
PUNITAQUI;Nulo/Blanco;;NA;Otros;763;0,07813620071684588;9765;29;29;1,000000000000000
PUNTA ARENAS;Claudio Radonich Jimenez;RN;Z - CHILE VAMOS;Derecha;51641;0,55150796702123117;93636;319;319;1,000000000000000
PUNTA ARENAS;Veronica Noelia Aguilar Martínez;IND;H - CONTIGO CHILE MEJOR;Izquierda;24953;0,26648938442479386;93636;319;319;1,000000000000000
PUNTA ARENAS;Javiera Calvo Rifo;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;5316;0,05677303601179034;93636;319;319;1,000000000000000
PUNTA ARENAS;Nulo/Blanco;;NA;Otros;11726;0,12522961254218462;93636;319;319;1,000000000000000
PUQUELDON;Alejandro Ariel Cardenas Quezada;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;926;0,26464704201200345;3499;11;11;1,000000000000000
PUQUELDON;Elson Nolberto Carcamo Barria;PPD;H - CONTIGO CHILE MEJOR;Centro;756;0,21606173192340669;3499;11;11;1,000000000000000
PUQUELDON;Alex Aguero Alvarado;RN;Z - CHILE VAMOS;Derecha;731;0,20891683338096598;3499;11;11;1,000000000000000
PUQUELDON;Gabriela Mercedes Vera Martínez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;377;0,10774507002000572;3499;11;11;1,000000000000000
PUQUELDON;Bernardino Roberto Arellano Inostroza;IND;CANDIDATURAS INDEPENDIENTES;Independiente;348;0,09945698771077451;3499;11;11;1,000000000000000
PUQUELDON;Belfor Teodocio Montiel Vera;IND;CANDIDATURAS INDEPENDIENTES;Independiente;141;0,04029722777936554;3499;11;11;1,000000000000000
PUQUELDON;Marco Antonio Uribe Barria;IND;CANDIDATURAS INDEPENDIENTES;Independiente;20;0,00571591883395256;3499;11;11;1,000000000000000
PUQUELDON;Nulo/Blanco;;NA;Otros;200;0,05715918833952558;3499;11;11;1,000000000000000
PUREN;Frann Barbieri Fernández;EVOPOLI;Z - CHILE VAMOS;Derecha;4688;0,46241862300256459;10138;31;31;1,000000000000000
PUREN;Felipe Sandoval Medina;PPD;H - CONTIGO CHILE MEJOR;Centro;3693;0,36427303215624385;10138;31;31;1,000000000000000
PUREN;Ida Fuentes Valenzuela;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1207;0,11905701321759717;10138;31;31;1,000000000000000
PUREN;Pedro Héctor Orellana Molina;IND;CANDIDATURAS INDEPENDIENTES;Independiente;129;0,01272440323535214;10138;31;31;1,000000000000000
PUREN;Nulo/Blanco;;NA;Otros;421;0,04152692838824226;10138;31;31;1,000000000000000
PURRANQUE;Alicia Del Carmen Villar Vargas;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;5519;0,33265023205352301;16591;51;51;1,000000000000000
PURRANQUE;Isidoro Rodolfo Barquin Pardo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4594;0,27689711289253210;16591;51;51;1,000000000000000
PURRANQUE;Cesar Crot Vargas;PDC;H - CONTIGO CHILE MEJOR;Centro;4555;0,27454644084142005;16591;51;51;1,000000000000000
PURRANQUE;Erwin David Perez Monje;IND;CANDIDATURAS INDEPENDIENTES;Independiente;573;0,03453679705864626;16591;51;51;1,000000000000000
PURRANQUE;Nulo/Blanco;;NA;Otros;1350;0,08136941715387860;16591;51;51;1,000000000000000
PUTAENDO;Mauricio Antonio Quiroz Chamorro;IND;H - CONTIGO CHILE MEJOR;Izquierda;4923;0,37568681318681318;13104;37;37;1,000000000000000
PUTAENDO;Miguel Ignacio Ortiz Henriquez;RN;Z - CHILE VAMOS;Derecha;4256;0,32478632478632480;13104;37;37;1,000000000000000
PUTAENDO;Patricio Ernesto Gonzalez Nuñez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2453;0,18719474969474970;13104;37;37;1,000000000000000
PUTAENDO;Nulo/Blanco;;NA;Otros;1472;0,11233211233211234;13104;37;37;1,000000000000000
PUTRE;Javier Tito Huaylla;IND;Z - CHILE VAMOS;Derecha;1497;0,45363636363636362;3300;13;13;1,000000000000000
PUTRE;Fabian Alberto Hilaja Humire;IND;R - CENTRO DEMOCRATICO;Centro;866;0,26242424242424245;3300;13;13;1,000000000000000
PUTRE;Angelo Alejandro Carrasco Arias;PPD;H - CONTIGO CHILE MEJOR;Centro;461;0,13969696969696971;3300;13;13;1,000000000000000
PUTRE;Jose Antonio Sarco Jimenez;PH;B - IZQUIERDA ECOLOGISTA POPULAR;Izquierda;394;0,11939393939393940;3300;13;13;1,000000000000000
PUTRE;Nulo/Blanco;;NA;Otros;82;0,02484848484848485;3300;13;13;1,000000000000000
PUYEHUE;Jimena Nuñez Morales;UDI;Z - CHILE VAMOS;Derecha;4761;0,44511967090501120;10696;32;32;1,000000000000000
PUYEHUE;Daniela Natalie Molina Sandoval;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3798;0,35508601346297680;10696;32;32;1,000000000000000
PUYEHUE;Gaston Bernabe Delgado Alvarez;PPD;H - CONTIGO CHILE MEJOR;Centro;703;0,06572550486163052;10696;32;32;1,000000000000000
PUYEHUE;Iván Eduardo Reyes Santana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;620;0,05796559461480928;10696;32;32;1,000000000000000
PUYEHUE;Nulo/Blanco;;NA;Otros;814;0,07610321615557218;10696;32;32;1,000000000000000
QUEILEN;Marcos Vargas Oyarzun;PDC;H - CONTIGO CHILE MEJOR;Centro;2430;0,51374207188160681;4730;16;16;1,000000000000000
QUEILEN;Romelio Borquez Hidalgo;IND;Z - CHILE VAMOS;Derecha;1872;0,39577167019027482;4730;16;16;1,000000000000000
QUEILEN;Miguel Opitz Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;187;0,03953488372093023;4730;16;16;1,000000000000000
QUEILEN;Nulo/Blanco;;NA;Otros;241;0,05095137420718816;4730;16;16;1,000000000000000
QUELLON;Claudio Jorge Barudy Labrin;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3672;0,18151260504201680;20230;64;64;1,000000000000000
QUELLON;Patricio Altamirano Barrias;IND;Z - CHILE VAMOS;Derecha;3651;0,18047454275827979;20230;64;64;1,000000000000000
QUELLON;Claudio Esteban Vera Mansilla;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3002;0,14839347503707365;20230;64;64;1,000000000000000
QUELLON;Paula Andrea Millacura Torres;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2779;0,13737024221453287;20230;64;64;1,000000000000000
QUELLON;Pedro Andres Barria Oyarzo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1850;0,09144834404349975;20230;64;64;1,000000000000000
QUELLON;Carlos Chiguay Carcamo;PDC;H - CONTIGO CHILE MEJOR;Centro;1588;0,07849728126544736;20230;64;64;1,000000000000000
QUELLON;Luis Marcelo Zamorano Diaz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1285;0,06351952545724172;20230;64;64;1,000000000000000
QUELLON;Jose Antonio Low Poblete;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;354;0,01749876421156698;20230;64;64;1,000000000000000
QUELLON;Nulo/Blanco;;NA;Otros;2049;0,10128521997034108;20230;64;64;1,000000000000000
QUEMCHI;Javier Ugarte Mansilla;PS;H - CONTIGO CHILE MEJOR;Izquierda;2481;0,35397346269082608;7009;25;25;1,000000000000000
QUEMCHI;Patricio Javier Barria Alvarez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2039;0,29091168497645886;7009;25;25;1,000000000000000
QUEMCHI;Gustavo Lobos Marin;IND;Z - CHILE VAMOS;Derecha;2011;0,28691682122984735;7009;25;25;1,000000000000000
QUEMCHI;Nulo/Blanco;;NA;Otros;478;0,06819803110286775;7009;25;25;1,000000000000000
QUILACO;Pablo Urrutia Maldonado;IND;H - CONTIGO CHILE MEJOR;Izquierda;2348;0,58626716604244700;4005;12;12;1,000000000000000
QUILACO;Fredy Barrueto Viveros;IND;Z - CHILE VAMOS;Derecha;1476;0,36853932584269661;4005;12;12;1,000000000000000
QUILACO;Nulo/Blanco;;NA;Otros;181;0,04519350811485643;4005;12;12;1,000000000000000
QUILICURA;Paulina Rebeca Bobadilla Navarrete;IND;H - CONTIGO CHILE MEJOR;Izquierda;44071;0,32946585429671438;133765;388;388;1,000000000000000
QUILICURA;Juan Elviro Carrasco Contreras;IND;CANDIDATURAS INDEPENDIENTES;Independiente;23854;0,17832766418719395;133765;388;388;1,000000000000000
QUILICURA;Cesar Vega Lazo;IND;Z - CHILE VAMOS;Derecha;17416;0,13019848241318729;133765;388;388;1,000000000000000
QUILICURA;Oscar Saldaña Abarca;IND;CANDIDATURAS INDEPENDIENTES;Independiente;16461;0,12305909617612978;133765;388;388;1,000000000000000
QUILICURA;Paola Romero Valdivia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;9142;0,06834373715097372;133765;388;388;1,000000000000000
QUILICURA;Pablo Andres Fuenzalida Salas;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;6948;0,05194183829850858;133765;388;388;1,000000000000000
